label,reserva ,fechayhora,ilumina,servicio,mza-lote,casa,usuario,precio
34,8001886,2023-05-26 12:00:00,SOL,Cancha 1,APROBADA,M-01,Propietario,150.0
36,7997832,2023-05-27 10:00:00,SOL,Cancha 1,APROBADA,E-02,Invitado,250.0
33,8019915,2023-05-30 12:00:00,SOL,Cancha 1,APROBADA,G-05,Propietario,150.0
32,8024965,2023-05-31 11:00:00,SOL,Cancha 1,APROBADA,A-52,Invitado,250.0
31,8047465,2023-06-03 16:00:00,SOL,Cancha 1,APROBADA,A-31,Invitado,250.0
29,8048873,2023-06-03 17:00:00,SOL,Cancha 1,APROBADA,A-31,Propietario,150.0
30,8048721,2023-06-03 17:00:00,SOL,Cancha 2,APROBADA,NN-01,Propietario,150.0
28,8055557,2023-06-05 17:00:00,SOL,Cancha 1,APROBADA,G-07,Propietario,150.0
27,8055558,2023-06-05 18:00:00,LUZ,Cancha 1,APROBADA,G-07,Invitado,400.0
26,8061825,2023-06-06 19:00:00,LUZ,Cancha 1,APROBADA,M-01,Invitado,400.0
25,8071871,2023-06-08 18:00:00,LUZ,Cancha 1,APROBADA,G-05,Propietario,250.0
24,8085540,2023-06-12 17:00:00,SOL,Cancha 1,APROBADA,G-07,Invitado,250.0
23,8085541,2023-06-12 18:00:00,LUZ,Cancha 1,APROBADA,G-07,Propietario,250.0
22,8090384,2023-06-13 18:00:00,LUZ,Cancha 1,APROBADA,G-07,Propietario,250.0
21,8094907,2023-06-14 15:00:00,SOL,Cancha 2,APROBADA,G-07,Propietario,150.0
18,8116894,2023-06-17 15:00:00,SOL,Cancha 2,APROBADA,G-07,Invitado,250.0
19,8115344,2023-06-17 15:00:00,SOL,Cancha 1,APROBADA,L-09,Propietario,150.0
17,8117519,2023-06-17 16:00:00,SOL,Cancha 1,APROBADA,L-09,Propietario,150.0
20,8109599,2023-06-17 16:00:00,SOL,Cancha 2,APROBADA,B-01,Propietario,150.0
16,8124816,2023-06-19 16:00:00,SOL,Cancha 1,APROBADA,B-23,Propietario,150.0
15,8136026,2023-06-22 18:00:00,LUZ,Cancha 1,APROBADA,G-05,Invitado,400.0
14,8147798,2023-06-25 11:00:00,SOL,Cancha 1,APROBADA,D-02,Invitado,250.0
13,8150182,2023-06-26 10:00:00,SOL,Cancha 1,APROBADA,A-52,Invitado,250.0
12,8153482,2023-06-26 18:00:00,LUZ,Cancha 1,APROBADA,M-06,Invitado,400.0
11,8154165,2023-06-26 18:00:00,LUZ,Cancha 2,APROBADA,G-07,Propietario,250.0
10,8178654,2023-06-30 15:00:00,SOL,Cancha 1,APROBADA,D-14,Propietario,150.0
9,8179440,2023-06-30 16:00:00,SOL,Cancha 2,APROBADA,M-03,Invitado,250.0
8,8179911,2023-06-30 17:00:00,SOL,Cancha 1,APROBADA,G-05,Propietario,150.0
7,8183476,2023-07-01 13:00:00,SOL,Cancha 1,APROBADA,M-01,Invitado,300.0
6,8188243,2023-07-02 16:00:00,SOL,Cancha 1,APROBADA,M-03,Propietario,200.0
5,8194146,2023-07-03 18:00:00,LUZ,Cancha 2,APROBADA,G-07,Invitado,500.0
4,8196830,2023-07-04 16:00:00,SOL,Cancha 1,APROBADA,K-04,Propietario,200.0
3,8212103,2023-07-07 11:00:00,SOL,Cancha 1,APROBADA,A-52,Propietario,200.0
2,8217992,2023-07-08 13:00:00,SOL,Cancha 1,APROBADA,G-12,Invitado,300.0
1,8218607,2023-07-08 16:00:00,SOL,Cancha 1,APROBADA,F-04,Invitado,300.0
0,8219516,2023-07-08 16:00:00,SOL,Cancha 2,APROBADA,M-03,Invitado,300.0
